sample_id,cluster,env_biome,group_biome,env_feature,env_material,empo_1,empo_2,empo_3,envo_biome_0,envo_biome_1,envo_biome_2,country,latitude_deg,longitude_deg,depth_m,elevation_m,adiv_observed_otus,adiv_chao1,adiv_shannon,adiv_faith_pd,temperature_deg_c,ph,salinity_psu,phosphate_umol_per_l,ammonium_umol_per_l,nitrate_umol_per_l
1713.McG.L2N210,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.06,174,548,629.390243902439,7.51829862545168,40.986302008062,NA,NA,NA,NA,NA,NA
1713.McG.L3B02,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.01,174,563,703.010101010101,7.46557959545813,44.3552874463785,NA,NA,NA,NA,NA,NA
1713.McG.L3B1020,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.15,174,451,547.379310344828,7.0431654303411,36.438869976957,NA,NA,NA,NA,NA,NA
1713.McG.L3B210,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.06,174,450,530.224719101124,7.03892990977886,34.524883276763,NA,NA,NA,NA,NA,NA
1713.McG.L3K02,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.01,174,560,698.050847457627,6.78428941164707,38.881387396944,NA,NA,NA,NA,NA,NA
1713.McG.L3K1020,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.15,174,453,549.761363636364,6.91902396324718,33.771426953414,NA,NA,NA,NA,NA,NA
1713.McG.L3K210,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.06,174,639,746.653594771242,7.29471329179625,45.374439423001,NA,NA,NA,NA,NA,NA
1713.McG.L3M02,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.01,174,593,755.387755102041,6.52222591748052,48.886593372999,NA,NA,NA,NA,NA,NA
1713.McG.L3M1020,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.15,174,526,633.790322580645,6.7404602662393,44.651923452373,NA,NA,NA,NA,NA,NA
1713.McG.L3M210,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.06,174,534,636.685039370079,7.03127358070351,44.294879716598,NA,NA,NA,NA,NA,NA
1713.McG.L3N1020,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.15,174,467,590.702127659574,6.64887196399592,39.41838992229,NA,NA,NA,NA,NA,NA
1713.McG.L3N210,3,forest biome,FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,4.1865,114.017,0.06,174,494,609.919191919192,7.08330285645893,38.049094073258,NA,NA,NA,NA,NA,NA
1714.McG.LA02,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.01,80,537,660.758928571429,7.36687798855684,43.278092067102,NA,NA,NA,NA,NA,NA
1714.McG.LA1020,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.15,80,488,548.196261682243,7.46273142025276,36.665569536566,NA,NA,NA,NA,NA,NA
1714.McG.LA210,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.06,80,487,698.973684210526,6.79318738061354,39.896465345727,NA,NA,NA,NA,NA,NA
1714.McG.LB02,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.01,80,512,691,7.2388931099203,41.76691970092,NA,NA,NA,NA,NA,NA
1714.McG.LB1020,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.15,80,494,620.9125,7.41455665502189,39.420320355476,NA,NA,NA,NA,NA,NA
1714.McG.LB210,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.06,80,528,684.290322580645,7.11446085961067,42.420300074917,NA,NA,NA,NA,NA,NA
1714.McG.LC02,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.01,80,1134,1681.36123348018,8.80793405737591,86.305024781401,NA,NA,NA,NA,NA,NA
1714.McG.LC1020,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.15,80,750,1019.5306122449,8.03458871983305,56.102815794253,NA,NA,NA,NA,NA,NA
1714.McG.OPA02,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,Oil palm plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.01,80,689,873.04,8.00828793657701,59.516602055514,NA,NA,NA,NA,NA,NA
1714.McG.OPA210,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,Oil palm plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.15,80,1423,2241.26557377049,9.08808978964338,105.093911343933,NA,NA,NA,NA,NA,NA
1714.McG.OPB02,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,Oil palm plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.01,80,1054,1416.24124513619,8.50130353981981,83.883252672264,NA,NA,NA,NA,NA,NA
1714.McG.OPB210,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,Oil palm plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.06,80,1211,1653.18181818182,8.78253128929365,91.363493924636,NA,NA,NA,NA,NA,NA
1714.McG.OPC1020,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,Oil palm plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.15,80,1613,2327.69465648855,9.68579780349892,113.733694535493,NA,NA,NA,NA,NA,NA
1714.McG.OPC210,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,Oil palm plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.06,80,1044,1424.00395256917,8.48496928018636,84.686220714894,NA,NA,NA,NA,NA,NA
1714.McG.PA02,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.01,80,795,1082.5,8.09589975882761,57.380943387437,NA,NA,NA,NA,NA,NA
1714.McG.PA1020,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.15,80,422,561.276315789474,6.4937833494534,36.371563178174,NA,NA,NA,NA,NA,NA
1714.McG.PA210,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.06,80,496,622.094339622642,6.99769511198747,40.517243706048,NA,NA,NA,NA,NA,NA
1714.McG.PB02,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.01,80,758,1037.61417322835,8.22637094376334,54.44022804878,NA,NA,NA,NA,NA,NA
1714.McG.PB1020,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.15,80,472,605.441860465116,6.80896606909223,40.256123951882,NA,NA,NA,NA,NA,NA
1714.McG.PB210,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.06,80,591,804.09009009009,7.49612500216766,49.979413870074,NA,NA,NA,NA,NA,NA
1714.McG.PC1020,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.15,80,473,665.5,6.57328858228444,42.6436640162585,NA,NA,NA,NA,NA,NA
1714.McG.PC210,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,forest soil,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,forest biome,GAZ:Malaysia,2.982,102.313,0.06,80,639,888.007936507937,7.39237862746279,53.268238737602,NA,NA,NA,NA,NA,NA
1715.McG.NA1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1375,1990.08888888889,9.15745039907208,99.9684196099309,NA,NA,NA,NA,NA,NA
1715.McG.NA2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1366,1898.81846153846,9.16392484802903,96.241927269319,NA,NA,NA,NA,NA,NA
1715.McG.NA3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1362,1739.76790830946,9.35528736779639,99.425881697357,NA,NA,NA,NA,NA,NA
1715.McG.NB1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1148,1429.45084745763,8.85038928181608,81.633040190801,NA,NA,NA,NA,NA,NA
1715.McG.NB2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1284,1586.44897959184,9.06683869534109,92.6374358531041,NA,NA,NA,NA,NA,NA
1715.McG.NB3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1337,1743.17563739377,9.17109227444224,95.891394085059,NA,NA,NA,NA,NA,NA
1715.McG.NC1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1190,1621.89655172414,8.52726952513127,86.2846571750375,NA,NA,NA,NA,NA,NA
1715.McG.NC2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1201,1636.96842105263,8.76862886483332,88.955094012709,NA,NA,NA,NA,NA,NA
1715.McG.NC3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1248,1714.03873239437,8.72526205770188,92.3621582027189,NA,NA,NA,NA,NA,NA
1715.McG.ND1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1228,1629.44230769231,8.80979917623348,91.2333336358725,NA,NA,NA,NA,NA,NA
1715.McG.ND2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1298,1984.84098939929,8.77392554767379,96.8636560354111,NA,NA,NA,NA,NA,NA
1715.McG.ND3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1144,1506.47636363636,8.77237659974333,86.8809013001735,NA,NA,NA,NA,NA,NA
1715.McG.NE1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1319,1817.08653846154,9.07947144640312,96.755263355815,NA,NA,NA,NA,NA,NA
1715.McG.NE2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1120,1497.52173913043,8.46235147537538,81.342970277511,NA,NA,NA,NA,NA,NA
1715.McG.NE3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1241,1669.90491803279,8.79104263672033,90.289317161791,NA,NA,NA,NA,NA,NA
1715.McG.NF1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1251,1598.875,8.96954191662808,94.182556036175,NA,NA,NA,NA,NA,NA
1715.McG.NF3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1274,1830.60517799353,8.57124166911506,92.940761279446,NA,NA,NA,NA,NA,NA
1715.McG.NG1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1160,1524.44590163934,8.3163434206614,86.113706410821,NA,NA,NA,NA,NA,NA
1715.McG.NG2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1270,1950.67971530249,8.66937721315172,97.4167667080309,NA,NA,NA,NA,NA,NA
1715.McG.NG3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1204,1613.15950920245,8.48867338542303,90.2315189880509,NA,NA,NA,NA,NA,NA
1715.McG.NH1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1172,1634.6,8.46985903419796,89.750408273293,NA,NA,NA,NA,NA,NA
1715.McG.NH2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1000,1371.00409836066,7.46746301289647,76.459157521699,NA,NA,NA,NA,NA,NA
1715.McG.NH3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1159,1770.23481781377,8.23520252944106,86.995727469541,NA,NA,NA,NA,NA,NA
1715.McG.NI1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1247,1729.07920792079,8.69535986597506,92.4999087857111,NA,NA,NA,NA,NA,NA
1715.McG.NI2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1172,1598.12857142857,8.53341001798023,89.4760859381581,NA,NA,NA,NA,NA,NA
1715.McG.NI3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1128,1545.59340659341,8.28383694586194,83.2336956668289,NA,NA,NA,NA,NA,NA
1715.McG.NJ1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1182,1551.12714776632,8.78822713093706,89.4376982465269,NA,NA,NA,NA,NA,NA
1715.McG.NJ2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1241,1963.1814516129,8.67550063225367,96.438448960714,NA,NA,NA,NA,NA,NA
1715.McG.NJ3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1184,1636.85517241379,8.52365506243757,90.559914145002,NA,NA,NA,NA,NA,NA
1715.McG.NK2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1206,1645.47,8.47971966807108,92.2686270899911,NA,NA,NA,NA,NA,NA
1715.McG.NK3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1334,1912.64485981308,8.84528311038978,100.79216124311,NA,NA,NA,NA,NA,NA
1715.McG.NL1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1257,1752.52050473186,8.61512831981054,92.2976982156255,NA,NA,NA,NA,NA,NA
1715.McG.NL2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1167,1535.10610932476,8.3960494071666,87.234336412391,NA,NA,NA,NA,NA,NA
1715.McG.NL3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1147,1567.03367003367,8.24135815333834,84.0886485723611,NA,NA,NA,NA,NA,NA
1715.McG.NM1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1134,1551.81694915254,7.98809532328765,85.384867655245,NA,NA,NA,NA,NA,NA
1715.McG.NM2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1243,1695.50308641975,8.64781535575113,91.116495233071,NA,NA,NA,NA,NA,NA
1715.McG.NM3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1136,1627.40384615385,8.32873991762015,87.081243260665,NA,NA,NA,NA,NA,NA
1715.McG.NN1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1149,1540.85761589404,8.14357242156779,83.355565333169,NA,NA,NA,NA,NA,NA
1715.McG.NN2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1084,1373.6644295302,8.12814397976924,81.688166418325,NA,NA,NA,NA,NA,NA
1715.McG.NO1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1039,1343.58015267176,8.28071915616041,78.824547651199,NA,NA,NA,NA,NA,NA
1715.McG.NO2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1164,1499.25333333333,8.63644095497175,84.949673106508,NA,NA,NA,NA,NA,NA
1715.McG.NO3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1059,1366.56916996047,8.35718054483579,79.560491362739,NA,NA,NA,NA,NA,NA
1715.McG.NP1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1313,1813.45132743363,9.01311197711847,96.249997517689,NA,NA,NA,NA,NA,NA
1715.McG.NP2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1182,1536.06862745098,8.81103273730286,88.627904911666,NA,NA,NA,NA,NA,NA
1715.McG.NP3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1135,1488.23426573427,8.67240498024216,80.417026995239,NA,NA,NA,NA,NA,NA
1715.McG.NPRI1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1162,1583.37588652482,8.62867553013364,88.616463927709,NA,NA,NA,NA,NA,NA
1715.McG.NPRI2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1159,1624.53736654804,8.46213363388917,89.589043370379,NA,NA,NA,NA,NA,NA
1715.McG.NPRI3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1261,1637.16129032258,8.94490214065291,95.731418921293,NA,NA,NA,NA,NA,NA
1715.McG.NQ1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1262,1636.35465116279,8.75890822599512,96.538016653424,NA,NA,NA,NA,NA,NA
1715.McG.NQ2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1130,1504.27177700348,8.41729445193095,81.045049819362,NA,NA,NA,NA,NA,NA
1715.McG.NQ3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1213,1634.69902912621,8.64392572073177,87.000283612717,NA,NA,NA,NA,NA,NA
1715.McG.NR1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1138,1541.24100719424,8.47547031662597,86.448459769277,NA,NA,NA,NA,NA,NA
1715.McG.NR2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1125,1575.82352941176,8.46299928309536,83.014099339501,NA,NA,NA,NA,NA,NA
1715.McG.NR3,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1184,1666.63157894737,8.21700586844697,86.469012424476,NA,NA,NA,NA,NA,NA
1715.McG.NS1,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1213,1497.37611940298,8.97308779030361,90.325724059828,NA,NA,NA,NA,NA,NA
1715.McG.NS2,3,cropland biome,AGRICULTURAL,coffee plantation,soil,Free-living,Non-saline,Soil (non-saline),biome,terrestrial biome,anthropogenic terrestrial biome,GAZ:Nicaragua,13.26267,-86.236204,0.1,1155,1182,1527.01986754967,8.71785850295704,89.207431150645,NA,NA,NA,NA,NA,NA
