sample_id,cluster,env_biome,group_biome,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PCoA_Axis1,PCoA_Axis2,PCoA_Axis3,PCoA_Axis4,PCoA_Axis5,PCoA_Axis6,PCoA_Axis7,PCoA_Axis8,PCoA_Axis9,PCoA_Axis10,tSNE1,tSNE2
1001.SKB1,3,cropland biome,AGRICULTURAL,16.7421,-12.0628,10.7953,-1.6168,10.4352,1.5031,4.972,-1.4195,-6.2672,3.5215,-16.7421,12.0628,10.7953,1.6168,10.4352,-1.5031,-4.972,1.4195,6.2672,3.5215,-7.2847,-17.7546
1001.SKB2,3,cropland biome,AGRICULTURAL,14.9612,-11.2562,11.1332,-1.4645,11.1991,1.4734,5.9581,-1.7872,-6.2262,3.7219,-14.9612,11.2562,11.1332,1.4645,11.1991,-1.4734,-5.9581,1.7872,6.2262,3.7219,-7.3143,-17.7465
1001.SKB3,3,cropland biome,AGRICULTURAL,13.8346,-10.4797,12.2461,-1.9354,11.2612,1.7629,5.6491,-1.8045,-4.7065,3.4436,-13.8346,10.4797,12.2461,1.9354,11.2612,-1.7629,-5.6491,1.8045,4.7065,3.4436,-7.337,-17.7408
1001.SKB4,3,cropland biome,AGRICULTURAL,17.6195,-12.3488,12.889,-0.4635,10.9066,1.457,4.0064,-1.1401,-7.3857,4.4371,-17.6195,12.3488,12.889,0.4635,10.9066,-1.457,-4.0064,1.1401,7.3857,4.4371,-7.2873,-17.7548
1001.SKB5,3,cropland biome,AGRICULTURAL,21.5002,-12.1513,10.5107,-1.1111,9.6692,0.3746,5.0193,-1.2199,-6.6903,3.557,-21.5002,12.1513,10.5107,1.1111,9.6692,-0.3746,-5.0193,1.2199,6.6903,3.557,-7.209,-17.7806
1001.SKB6,3,cropland biome,AGRICULTURAL,20.0629,-13.0997,11.6741,0.064,10.175,1.1109,4.2423,-1.3014,-8.7064,4.9464,-20.0629,13.0997,11.6741,-0.064,10.175,-1.1109,-4.2423,1.3014,8.7064,4.9464,-7.2397,-17.7704
1001.SKD2,3,cropland biome,AGRICULTURAL,18.3016,-13.6441,8.1372,0.1269,11.0997,1.4902,3.862,-1.4858,-4.0135,3.3055,-18.3016,13.6441,8.1372,-0.1269,11.0997,-1.4902,-3.862,1.4858,4.0135,3.3055,-7.2513,-17.7668
1001.SKD3,3,cropland biome,AGRICULTURAL,15.1364,-12.5339,9.4847,-0.3943,11.9744,1.1698,4.0339,-1.997,-4.4403,3.3291,-15.1364,12.5339,9.4847,0.3943,11.9744,-1.1698,-4.0339,1.997,4.4403,3.3291,-7.3178,-17.7452
1001.SKD6,3,cropland biome,AGRICULTURAL,7.081,-9.703,17.402,1.2074,14.4235,2.4647,2.7608,-3.4157,-5.9939,7.418,-7.081,9.703,17.402,-1.2074,14.4235,-2.4647,-2.7608,3.4157,5.9939,7.418,-7.5892,-17.6757
1001.SKM3,3,cropland biome,AGRICULTURAL,14.9902,-10.2708,11.0474,-3.4455,10.556,1.4726,5.2594,-2.3152,-6.2247,3.5784,-14.9902,10.2708,11.0474,3.4455,10.556,-1.4726,-5.2594,2.3152,6.2247,3.5784,-7.3116,-17.7469
1001.SKM4,3,cropland biome,AGRICULTURAL,23.0494,-11.0594,10.1668,-4.3687,10.4855,0.0471,5.6328,-0.3168,-6.4617,2.7264,-23.0494,11.0594,10.1668,4.3687,10.4855,-0.0471,-5.6328,0.3168,6.4617,2.7264,-7.1407,-17.8007
1001.SKM5,3,cropland biome,AGRICULTURAL,20.0642,-10.5019,12.1031,-3.2841,10.5557,0.5344,5.4207,-1.1479,-7.1508,3.2849,-20.0642,10.5019,12.1031,3.2841,10.5557,-0.5344,-5.4207,1.1479,7.1508,3.2849,-7.2407,-17.768
1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00,3,cropland biome,AGRICULTURAL,-3.9516,-2.0574,7.3637,-8.2366,-2.1767,5.7495,2.7307,1.4892,-3.7914,-5.2146,3.9516,2.0574,7.3637,8.2366,-2.1767,-5.7495,-2.7307,-1.4892,3.7914,-5.2146,10.2096,0.0229
1024.SH004.C1.RH.3.211.bulk.9.11.G1.L00,3,cropland biome,AGRICULTURAL,9.424,-4.9844,6.407,-10.9763,0.3322,2.4246,8.6935,2.1826,-1.2152,-6.3431,-9.424,4.9844,6.407,10.9763,0.3322,-2.4246,-8.6935,-2.1826,1.2152,-6.3431,8.0388,0.5324
1289.KH1,3,cropland biome,AGRICULTURAL,-4.8401,-6.6002,11.9863,-1.0317,4.2862,-1.1057,19.2827,2.7062,12.3459,-11.1864,4.8401,6.6002,11.9863,1.0317,4.2862,1.1057,-19.2827,-2.7062,-12.3459,-11.1864,-33.6321,-9.7592
1289.KH10,3,cropland biome,AGRICULTURAL,-9.5462,-5.3007,14.2047,-0.3544,2.373,0.4906,21.086,2.3331,13.9979,-12.8351,9.5462,5.3007,14.2047,0.3544,2.373,-0.4906,-21.086,-2.3331,-13.9979,-12.8351,-32.4714,-9.8491
1289.KH11,3,cropland biome,AGRICULTURAL,-4.8834,-7.6492,16.7363,1.4585,7.622,-0.4369,19.5356,1.6646,12.5769,-10.6721,4.8834,7.6492,16.7363,-1.4585,7.622,0.4369,-19.5356,-1.6646,-12.5769,-10.6721,-33.616,-7.6781
1289.KH12,3,cropland biome,AGRICULTURAL,14.1902,-11.1125,3.6375,-4.0941,4.2331,-3.0409,16.3029,3.5628,7.5134,-10.4632,-14.1902,11.1125,3.6375,4.0941,4.2331,3.0409,-16.3029,-3.5628,-7.5134,-10.4632,-37.3779,-10.0713
1289.KH13,3,cropland biome,AGRICULTURAL,-9.375,-5.4511,18.5221,1.492,7.3765,-1.5706,20.1164,2.4877,13.9053,-10.8687,9.375,5.4511,18.5221,-1.492,7.3765,1.5706,-20.1164,-2.4877,-13.9053,-10.8687,-32.677,-7.4758
1289.KH14,3,cropland biome,AGRICULTURAL,3.8223,-8.592,9.9116,-1.153,4.8487,-2.166,17.2697,2.4661,9.6364,-11.2211,-3.8223,8.592,9.9116,1.153,4.8487,2.166,-17.2697,-2.4661,-9.6364,-11.2211,-35.7857,-10.1476
1289.KH15,3,cropland biome,AGRICULTURAL,-1.3901,-6.9588,13.7711,-1.2289,7.6637,-0.885,20.9479,2.2977,11.6068,-11.9847,1.3901,6.9588,13.7711,1.2289,7.6637,0.885,-20.9479,-2.2977,-11.6068,-11.9847,-34.4531,-8.4329
1289.KH16,3,cropland biome,AGRICULTURAL,10.2083,-10.4401,8.2648,-2.2605,5.3716,-1.7308,18.2119,2.9339,9.9261,-12.4246,-10.2083,10.4401,8.2648,2.2605,5.3716,1.7308,-18.2119,-2.9339,-9.9261,-12.4246,-37.0643,-9.6468
1289.KH17,3,cropland biome,AGRICULTURAL,0.2551,-8.6521,13.8668,0.1682,4.5598,-2.2385,20.1069,2.1489,11.9159,-10.3507,-0.2551,8.6521,13.8668,-0.1682,4.5598,2.2385,-20.1069,-2.1489,-11.9159,-10.3507,-34.9485,-8.3913
1289.KH18,3,cropland biome,AGRICULTURAL,-7.4693,-5.9367,14.1632,-0.0401,3.7056,-1.1464,20.1808,1.7483,12.5465,-9.7069,7.4693,5.9367,14.1632,0.0401,3.7056,1.1464,-20.1808,-1.7483,-12.5465,-9.7069,-32.6898,-9.4818
1289.KH19,3,cropland biome,AGRICULTURAL,-0.0245,-7.5749,10.4072,-1.7677,3.9777,-0.6096,18.6305,1.5438,10.8817,-10.3244,0.0245,7.5749,10.4072,1.7677,3.9777,0.6096,-18.6305,-1.5438,-10.8817,-10.3244,-35.075,-10.1393
1289.KH2,3,cropland biome,AGRICULTURAL,-3.9976,-6.7806,15.8601,2.0836,8.0668,-1.1645,20.0399,2.646,11.6004,-10.7077,3.9976,6.7806,15.8601,-2.0836,8.0668,1.1645,-20.0399,-2.646,-11.6004,-10.7077,-33.1922,-7.0901
1289.KH20,3,cropland biome,AGRICULTURAL,-8.6743,-5.5391,17.6679,0.8419,7.4103,0.4668,19.5259,2.9091,12.822,-11.7537,8.6743,5.5391,17.6679,-0.8419,7.4103,-0.4668,-19.5259,-2.9091,-12.822,-11.7537,-32.5951,-8.0676
1289.KH22,3,cropland biome,AGRICULTURAL,-3.9064,-8.5273,15.3626,0.3001,5.1263,-0.9349,20.2104,1.9761,12.7725,-10.5725,3.9064,8.5273,15.3626,-0.3001,5.1263,0.9349,-20.2104,-1.9761,-12.7725,-10.5725,-33.8283,-8.2636
1289.KH23,3,cropland biome,AGRICULTURAL,-2.508,-7.0122,12.8318,-1.4281,6.7931,-1.2854,20.1459,2.5757,12.6379,-12.488,2.508,7.0122,12.8318,1.4281,6.7931,1.2854,-20.1459,-2.5757,-12.6379,-12.488,-34.2991,-8.8134
1289.KH24,3,cropland biome,AGRICULTURAL,-3.6084,-6.3487,13.8581,-0.6215,5.7738,-1.1207,20.5661,2.2714,12.0057,-13.0184,3.6084,6.3487,13.8581,0.6215,5.7738,1.1207,-20.5661,-2.2714,-12.0057,-13.0184,-33.9453,-8.8315
1289.KH25,3,cropland biome,AGRICULTURAL,0.1923,-8.5599,14.41,0.4789,6.2751,-1.1356,19.518,2.696,11.8845,-12.4232,-0.1923,8.5599,14.41,-0.4789,6.2751,1.1356,-19.518,-2.696,-11.8845,-12.4232,-34.5713,-7.4465
1289.KH26,3,cropland biome,AGRICULTURAL,-3.2519,-7.4398,13.4731,-0.9662,7.3492,-0.8766,20.8174,2.4823,12.9761,-11.059,3.2519,7.4398,13.4731,0.9662,7.3492,0.8766,-20.8174,-2.4823,-12.9761,-11.059,-33.9506,-8.6728
1289.KH27,3,cropland biome,AGRICULTURAL,9.0464,-11.4302,6.9217,-2.6383,3.3232,-2.3997,16.2374,1.705,8.2463,-7.0248,-9.0464,11.4302,6.9217,2.6383,3.3232,2.3997,-16.2374,-1.705,-8.2463,-7.0248,-36.9704,-10.0399
1289.KH28,3,cropland biome,AGRICULTURAL,-5.6017,-7.4581,17.2393,2.4075,6.4823,-2.259,20.868,3.1111,12.4532,-10.6113,5.6017,7.4581,17.2393,-2.4075,6.4823,2.259,-20.868,-3.1111,-12.4532,-10.6113,-33.0644,-7.0866
1289.KH29,3,cropland biome,AGRICULTURAL,0.8243,-8.1937,13.5145,-1.1877,7.2361,-1.7417,20.263,2.2062,11.6301,-11.3304,-0.8243,8.1937,13.5145,1.1877,7.2361,1.7417,-20.263,-2.2062,-11.6301,-11.3304,-35.0318,-8.6018
1289.KH3,3,cropland biome,AGRICULTURAL,-0.3639,-6.8445,10.6829,-1.0745,4.9935,-3.3893,19.5262,2.5088,11.6947,-13.423,0.3639,6.8445,10.6829,1.0745,4.9935,3.3893,-19.5262,-2.5088,-11.6947,-13.423,-34.8812,-9.7043
1289.KH30,3,cropland biome,AGRICULTURAL,-5.5823,-7.3793,14.9033,-0.7655,4.5149,-0.5625,21.2105,1.671,14.0951,-8.4545,5.5823,7.3793,14.9033,0.7655,4.5149,0.5625,-21.2105,-1.671,-14.0951,-8.4545,-33.1134,-8.9703
1289.KH31,3,cropland biome,AGRICULTURAL,-4.8379,-7.2773,14.7099,-1.0445,5.2655,-0.6538,21.2382,1.5322,13.6531,-10.8063,4.8379,7.2773,14.7099,1.0445,5.2655,0.6538,-21.2382,-1.5322,-13.6531,-10.8063,-33.4661,-8.768
1289.KH32,3,cropland biome,AGRICULTURAL,12.0037,-11.0274,9.0059,-1.5302,7.4829,-1.2205,17.4159,2.692,8.9189,-12.0306,-12.0037,11.0274,9.0059,1.5302,7.4829,1.2205,-17.4159,-2.692,-8.9189,-12.0306,-37.1886,-9.6158
1289.KH33,3,cropland biome,AGRICULTURAL,-10.454,-4.946,16.1021,0.4063,4.0214,-0.3832,21.6738,1.3898,14.4478,-9.6506,10.454,4.946,16.1021,-0.4063,4.0214,0.3832,-21.6738,-1.3898,-14.4478,-9.6506,-32.2906,-9.1347
1289.KH34,3,cropland biome,AGRICULTURAL,8.6194,-10.024,7.3172,-3.6027,4.3456,-1.9668,17.1114,2.7923,9.5347,-11.7723,-8.6194,10.024,7.3172,3.6027,4.3456,1.9668,-17.1114,-2.7923,-9.5347,-11.7723,-36.9896,-9.9971
1289.KH35,3,cropland biome,AGRICULTURAL,-9.057,-5.4096,16.7137,-0.9233,4.3244,-2.127,20.6861,1.3237,14.3795,-8.5553,9.057,5.4096,16.7137,0.9233,4.3244,2.127,-20.6861,-1.3237,-14.3795,-8.5553,-32.3809,-9.0712
1289.KH36,3,cropland biome,AGRICULTURAL,-4.279,-7.4433,15.0225,0.3858,3.3491,-3.1265,20.5168,1.5031,12.8346,-9.5196,4.279,7.4433,15.0225,-0.3858,3.3491,3.1265,-20.5168,-1.5031,-12.8346,-9.5196,-33.2937,-8.0284
1289.KH37,3,cropland biome,AGRICULTURAL,-4.1138,-6.3033,13.7658,-0.1389,5.005,-0.2087,21.0606,2.0202,13.5218,-10.8279,4.1138,6.3033,13.7658,0.1389,5.005,0.2087,-21.0606,-2.0202,-13.5218,-10.8279,-33.5494,-8.6245
1289.KH38,3,cropland biome,AGRICULTURAL,-2.3305,-7.4161,11.9376,-1.4285,2.6202,-1.9658,19.8219,2.3233,11.0846,-9.467,2.3305,7.4161,11.9376,1.4285,2.6202,1.9658,-19.8219,-2.3233,-11.0846,-9.467,-34.2502,-9.6861
1289.KH39,3,cropland biome,AGRICULTURAL,-6.454,-7.3699,15.7846,0.6023,6.2559,-2.3604,18.6925,2.3237,12.0558,-8.1136,6.454,7.3699,15.7846,-0.6023,6.2559,2.3604,-18.6925,-2.3237,-12.0558,-8.1136,-32.3895,-8.1116
1289.KH4,3,cropland biome,AGRICULTURAL,8.1064,-10.8491,11.6863,-0.3246,5.8503,-3.0905,19.725,2.8618,10.2718,-10.6983,-8.1064,10.8491,11.6863,0.3246,5.8503,3.0905,-19.725,-2.8618,-10.2718,-10.6983,-36.7674,-9.2528
1289.KH40,3,cropland biome,AGRICULTURAL,-3.5332,-7.8676,15.2143,0.3042,5.5455,-0.9673,20.4816,1.8563,12.7087,-10.4224,3.5332,7.8676,15.2143,-0.3042,5.5455,0.9673,-20.4816,-1.8563,-12.7087,-10.4224,-33.8864,-7.9835
1289.KH41,3,cropland biome,AGRICULTURAL,1.6082,-8.6786,11.3928,-1.8559,5.0019,0.1173,20.1707,2.4114,12.5968,-12.0932,-1.6082,8.6786,11.3928,1.8559,5.0019,-0.1173,-20.1707,-2.4114,-12.5968,-12.0932,-35.3388,-9.1657
1289.KH42,3,cropland biome,AGRICULTURAL,5.5069,-12.6164,13.8811,1.3376,5.6721,-1.4878,18.1414,1.7713,10.4916,-7.4183,-5.5069,12.6164,13.8811,-1.3376,5.6721,1.4878,-18.1414,-1.7713,-10.4916,-7.4183,-36.4117,-8.3927
1289.KH43,3,cropland biome,AGRICULTURAL,-5.0152,-8.3376,14.8658,-1.1122,1.7186,-0.6742,20.3461,2.1438,12.9077,-8.4063,5.0152,8.3376,14.8658,1.1122,1.7186,0.6742,-20.3461,-2.1438,-12.9077,-8.4063,-33.4253,-9.3759
1289.KH44,3,cropland biome,AGRICULTURAL,-1.3739,-7.2406,12.1795,-1.7889,3.1636,-0.8938,20.2573,1.7394,12.755,-11.0289,1.3739,7.2406,12.1795,1.7889,3.1636,0.8938,-20.2573,-1.7394,-12.755,-11.0289,-34.451,-9.5221
1289.KH45,3,cropland biome,AGRICULTURAL,0.594,-8.8767,12.8017,-1.1394,2.2972,-1.3914,21.1473,2.2822,12.7865,-10.9239,-0.594,8.8767,12.8017,1.1394,2.2972,1.3914,-21.1473,-2.2822,-12.7865,-10.9239,-35.3386,-8.8152
1289.KH46,3,cropland biome,AGRICULTURAL,1.3058,-9.8475,13.1275,-0.2882,5.6497,-0.715,20.166,2.1258,12.8237,-10.9927,-1.3058,9.8475,13.1275,0.2882,5.6497,0.715,-20.166,-2.1258,-12.8237,-10.9927,-35.329,-8.6376
1289.KH47,3,cropland biome,AGRICULTURAL,-1.2735,-7.7854,11.1764,-2.5597,4.1723,-0.5897,19.5236,2.8552,12.3949,-11.4972,1.2735,7.7854,11.1764,2.5597,4.1723,0.5897,-19.5236,-2.8552,-12.3949,-11.4972,-34.658,-9.8843
1289.KH48,3,cropland biome,AGRICULTURAL,-3.8665,-7.852,12.5853,-1.5402,0.5032,-0.7127,20.5289,1.4674,13.1092,-9.5706,3.8665,7.852,12.5853,1.5402,0.5032,0.7127,-20.5289,-1.4674,-13.1092,-9.5706,-33.7322,-10.0123
1289.KH49,3,cropland biome,AGRICULTURAL,-1.1898,-10.7446,15.754,0.6509,3.3987,-1.67,20.8408,1.9893,13.5782,-8.0894,1.1898,10.7446,15.754,-0.6509,3.3987,1.67,-20.8408,-1.9893,-13.5782,-8.0894,-35.1495,-7.9729
1289.KH50,3,cropland biome,AGRICULTURAL,12.3967,-11.5611,7.5762,-1.6873,6.4404,-1.1936,17.4843,2.9759,8.8341,-10.6809,-12.3967,11.5611,7.5762,1.6873,6.4404,1.1936,-17.4843,-2.9759,-8.8341,-10.6809,-37.1992,-9.8107
1289.KH51,3,cropland biome,AGRICULTURAL,-5.8788,-6.475,14.5447,-0.8692,4.7347,0.6603,20.5762,2.3219,13.5644,-10.6549,5.8788,6.475,14.5447,0.8692,4.7347,-0.6603,-20.5762,-2.3219,-13.5644,-10.6549,-33.152,-8.8495
1289.KH52,3,cropland biome,AGRICULTURAL,-5.8633,-6.8562,15.8487,0.1381,6.3444,-1.1105,22.4385,2.1799,13.7457,-10.6489,5.8633,6.8562,15.8487,-0.1381,6.3444,1.1105,-22.4385,-2.1799,-13.7457,-10.6489,-33.2766,-7.618
1289.KH53,3,cropland biome,AGRICULTURAL,0.0557,-9.4476,14.491,-0.1998,3.1501,-1.7379,18.3844,0.2131,10.7007,-7.9737,-0.0557,9.4476,14.491,0.1998,3.1501,1.7379,-18.3844,-0.2131,-10.7007,-7.9737,-35.3568,-8.3938
1289.KH54,3,cropland biome,AGRICULTURAL,-6.5893,-5.8432,12.6594,-1.9811,1.9686,0.279,19.7705,1.3895,13.4942,-9.941,6.5893,5.8432,12.6594,1.9811,1.9686,-0.279,-19.7705,-1.3895,-13.4942,-9.941,-32.8807,-9.904
1289.KH55,3,cropland biome,AGRICULTURAL,-2.0913,-8.3999,15.0781,0.4546,4.5072,-2.8016,20.2303,2.5076,12.563,-10.0973,2.0913,8.3999,15.0781,-0.4546,4.5072,2.8016,-20.2303,-2.5076,-12.563,-10.0973,-34.2455,-7.8887
1289.KH56,3,cropland biome,AGRICULTURAL,2.0575,-8.7646,9.6168,-3.3466,0.0237,-2.3331,19.4638,1.5517,10.6838,-8.746,-2.0575,8.7646,9.6168,3.3466,0.0237,2.3331,-19.4638,-1.5517,-10.6838,-8.746,-35.2461,-10.5836
1289.KH57,3,cropland biome,AGRICULTURAL,18.3453,-12.4106,2.6001,-5.7857,2.5655,-2.0456,15.7601,2.8937,6.9581,-10.4349,-18.3453,12.4106,2.6001,5.7857,2.5655,2.0456,-15.7601,-2.8937,-6.9581,-10.4349,-37.5539,-10.1284
1289.KH58,3,cropland biome,AGRICULTURAL,-5.7096,-8.2394,12.7383,-0.6769,0.3189,-1.8906,19.1584,0.8803,13.2273,-4.1383,5.7096,8.2394,12.7383,0.6769,0.3189,1.8906,-19.1584,-0.8803,-13.2273,-4.1383,-33.3311,-10.7482
1289.KH59,3,cropland biome,AGRICULTURAL,-2.269,-8.4757,11.2119,-2.3469,1.0445,-1.0169,21.0189,1.8444,12.8908,-8.4457,2.269,8.4757,11.2119,2.3469,1.0445,1.0169,-21.0189,-1.8444,-12.8908,-8.4457,-34.0717,-10.2533
1289.KH6,3,cropland biome,AGRICULTURAL,6.4631,-10.0413,13.2942,0.3964,7.5725,-1.3443,18.2423,2.3701,10.8011,-12.6652,-6.4631,10.0413,13.2942,-0.3964,7.5725,1.3443,-18.2423,-2.3701,-10.8011,-12.6652,-36.5715,-8.9571
1289.KH60,3,cropland biome,AGRICULTURAL,2.9865,-9.9563,12.9379,-0.2764,3.9119,-0.8097,18.6823,2.1361,11.7596,-9.7962,-2.9865,9.9563,12.9379,0.2764,3.9119,0.8097,-18.6823,-2.1361,-11.7596,-9.7962,-35.6911,-8.7822
1289.KH61,3,cropland biome,AGRICULTURAL,-1.8319,-8.2807,15.3778,0.1731,4.7995,-2.6212,20.3902,2.8989,12.7964,-10.5554,1.8319,8.2807,15.3778,-0.1731,4.7995,2.6212,-20.3902,-2.8989,-12.7964,-10.5554,-34.3565,-7.9246
1289.KH63,3,cropland biome,AGRICULTURAL,6.9915,-9.3143,8.9545,-3.4514,3.1787,-2.075,18.9285,1.9921,10.86,-9.3754,-6.9915,9.3143,8.9545,3.4514,3.1787,2.075,-18.9285,-1.9921,-10.86,-9.3754,-36.6042,-9.8946
1289.KH64,3,cropland biome,AGRICULTURAL,-8.5901,-5.0898,14.3427,-1.3421,1.6648,-0.3399,21.1017,1.6683,12.4979,-10.5455,8.5901,5.0898,14.3427,1.3421,1.6648,0.3399,-21.1017,-1.6683,-12.4979,-10.5455,-32.4927,-9.7096
1289.KH65,3,cropland biome,AGRICULTURAL,2.1152,-6.8692,8.3058,-4.0187,3.6451,-0.7355,18.6061,2.4378,11.5047,-11.4352,-2.1152,6.8692,8.3058,4.0187,3.6451,0.7355,-18.6061,-2.4378,-11.5047,-11.4352,-35.6229,-10.2114
1289.KH7,3,cropland biome,AGRICULTURAL,-2.6439,-6.6432,13.9194,0.3936,6.5977,-0.9213,20.3079,2.9598,12.2351,-12.6562,2.6439,6.6432,13.9194,-0.3936,6.5977,0.9213,-20.3079,-2.9598,-12.2351,-12.6562,-34.1779,-8.4202
1289.KH8,3,cropland biome,AGRICULTURAL,-5.895,-5.573,12.448,-0.5018,2.3317,-1.8753,18.9131,2.0752,13.5038,-12.4164,5.895,5.573,12.448,0.5018,2.3317,1.8753,-18.9131,-2.0752,-13.5038,-12.4164,-32.8881,-10.1154
1289.KH9,3,cropland biome,AGRICULTURAL,1.9861,-7.8393,9.0999,-2.339,2.927,-2.2087,19.3105,1.922,10.733,-11.6342,-1.9861,7.8393,9.0999,2.339,2.927,2.2087,-19.3105,-1.922,-10.733,-11.6342,-35.4235,-10.3098
1673.MBS0119.3,10,marine biome,AQUATIC_MARINE,41.5004,-7.5886,-2.0229,-2.4301,1.7297,-4.9571,0.0252,8.7011,-18.8256,-5.22,-41.5004,7.5886,-2.0229,2.4301,1.7297,4.9571,-0.0252,-8.7011,18.8256,-5.22,8.7671,-27.6618
1673.MBS0330.3,10,marine biome,AQUATIC_MARINE,41.5241,-13.7819,-2.8358,-4.6065,3.137,-3.9663,2.1905,4.219,-12.6291,-3.3652,-41.5241,13.7819,-2.8358,4.6065,3.137,3.9663,-2.1905,-4.219,12.6291,-3.3652,9.1765,-25.6647
1673.MBS0330.4,10,marine biome,AQUATIC_MARINE,41.3708,-6.3339,-4.8066,-4.1396,2.4373,-3.6687,1.0052,10.0656,-15.8581,-5.4058,-41.3708,6.3339,-4.8066,4.1396,2.4373,3.6687,-1.0052,-10.0656,15.8581,-5.4058,9.468,-27.5062
1673.MBS0428.1,10,marine biome,AQUATIC_MARINE,41.7229,-5.0521,-2.9673,-2.527,2.8879,-4.185,0.7157,8.1489,-15.6528,-4.9163,-41.7229,5.0521,-2.9673,2.527,2.8879,4.185,-0.7157,-8.1489,15.6528,-4.9163,9.1429,-27.602
1673.MBS0428.3,10,marine biome,AQUATIC_MARINE,41.437,-9.6956,-3.7905,-4.5772,2.4512,-3.8072,1.2774,8.6662,-15.5376,-6.1549,-41.437,9.6956,-3.7905,4.5772,2.4512,3.8072,-1.2774,-8.6662,15.5376,-6.1549,9.4648,-27.3184
1673.MBS0428.4,10,marine biome,AQUATIC_MARINE,41.3439,-9.468,-2.5214,-3.2512,2.2289,-4.7287,1.0633,8.1132,-16.0024,-4.7972,-41.3439,9.468,-2.5214,3.2512,2.2289,4.7287,-1.0633,-8.1132,16.0024,-4.7972,9.3227,-27.1553
1673.MBS0428.5,10,marine biome,AQUATIC_MARINE,42.2859,-11.0163,-4.6177,-5.3495,2.9653,-3.9582,2.2863,5.433,-12.6392,-4.1602,-42.2859,11.0163,-4.6177,5.3495,2.9653,3.9582,-2.2863,-5.433,12.6392,-4.1602,9.3846,-26.098
1673.MBS0613.3,10,marine biome,AQUATIC_MARINE,42.1276,-6.0213,-3.5572,-3.3062,3.19,-3.5076,1.0933,8.8608,-15.2927,-5.2308,-42.1276,6.0213,-3.5572,3.3062,3.19,3.5076,-1.0933,-8.8608,15.2927,-5.2308,9.343,-27.5277
1673.MBS0613.4,10,marine biome,AQUATIC_MARINE,42.0006,-6.3223,-2.589,-2.5085,2.2159,-4.6785,0.0085,8.9366,-16.755,-5.1119,-42.0006,6.3223,-2.589,2.5085,2.2159,4.6785,-0.0085,-8.9366,16.755,-5.1119,8.9906,-27.4747
1673.MBS1.1,10,marine biome,AQUATIC_MARINE,41.5827,-8.9995,-2.8945,-4.042,2.2831,-3.7713,0.4148,8.2984,-15.1573,-5.0861,-41.5827,8.9995,-2.8945,4.042,2.2831,3.7713,-0.4148,-8.2984,15.1573,-5.0861,9.2607,-27.0349
1673.MBS1.2,10,marine biome,AQUATIC_MARINE,41.8288,-8.338,-3.3836,-3.7914,2.1869,-4.2685,0.6715,8.9309,-15.9733,-3.9405,-41.8288,8.338,-3.3836,3.7914,2.1869,4.2685,-0.6715,-8.9309,15.9733,-3.9405,9.1278,-27.296
1673.MBS105.2,10,marine biome,AQUATIC_MARINE,40.5843,-10.0041,-1.8023,-2.1608,1.534,-5.1466,-0.1787,8.216,-16.471,-3.0436,-40.5843,10.0041,-1.8023,2.1608,1.534,5.1466,0.1787,-8.216,16.471,-3.0436,8.6369,-26.7623
1673.MBS105.3,10,marine biome,AQUATIC_MARINE,41.8055,-9.5238,-3.6595,-4.0374,2.7877,-4.2084,1.3669,7.4969,-14.9812,-3.6735,-41.8055,9.5238,-3.6595,4.0374,2.7877,4.2084,-1.3669,-7.4969,14.9812,-3.6735,9.2151,-26.7941
1673.MBS105.4,10,marine biome,AQUATIC_MARINE,42.0015,-9.7126,-2.7102,-3.35,2.5889,-4.4168,0.7973,6.9678,-13.8416,-2.9531,-42.0015,9.7126,-2.7102,3.35,2.5889,4.4168,-0.7973,-6.9678,13.8416,-2.9531,9.0784,-26.4885
1673.MBS119.3,10,marine biome,AQUATIC_MARINE,41.231,-9.0954,-3.3315,-4.1116,2.8857,-4.4472,1.0046,6.831,-13.5656,-4.4364,-41.231,9.0954,-3.3315,4.1116,2.8857,4.4472,-1.0046,-6.831,13.5656,-4.4364,9.1894,-26.6178
1673.MBS119.3D,10,marine biome,AQUATIC_MARINE,40.9428,-6.1365,-0.4936,-1.3732,1.6257,-6.76,1.0558,6.8791,-16.7391,-3.2293,-40.9428,6.1365,-0.4936,1.3732,1.6257,6.76,-1.0558,-6.8791,16.7391,-3.2293,8.4961,-26.8332
1673.MBS119.3DY,10,marine biome,AQUATIC_MARINE,42.3507,-11.883,-3.2598,-4.8701,2.7391,-4.6034,0.9701,4.4379,-13.4309,-5.1418,-42.3507,11.883,-3.2598,4.8701,2.7391,4.6034,-0.9701,-4.4379,13.4309,-5.1418,9.1701,-25.8513
1673.MBS119.4,10,marine biome,AQUATIC_MARINE,40.9971,-7.7027,-3.2831,-3.261,2.2106,-3.9773,0.8256,8.5287,-16.4138,-3.7577,-40.9971,7.7027,-3.2831,3.261,2.2106,3.9773,-0.8256,-8.5287,16.4138,-3.7577,9.2684,-27.4968
1673.MBS119.4D,10,marine biome,AQUATIC_MARINE,41.9631,-7.616,-0.9251,-1.9437,1.476,-4.2791,0.3166,8.5817,-18.058,-3.5354,-41.9631,7.616,-0.9251,1.9437,1.476,4.2791,-0.3166,-8.5817,18.058,-3.5354,8.6038,-27.3547
