sample_id,cluster,env_biome,group_biome,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PCoA_Axis1,PCoA_Axis2,PCoA_Axis3,PCoA_Axis4,PCoA_Axis5,PCoA_Axis6,PCoA_Axis7,PCoA_Axis8,PCoA_Axis9,PCoA_Axis10,tSNE1,tSNE2
1674.McG.G110719Di5,3,urban biome,URBAN_DEVELOPED,1.192,0.4124,7.6592,-11.9147,9.7616,1.6756,1.2453,-1.4855,-0.5356,4.0892,-1.192,-0.4124,7.6592,11.9147,9.7616,-1.6756,-1.2453,1.4855,0.5356,4.0892,-12.0393,-16.2164
1674.McG.G110719Di6,3,urban biome,URBAN_DEVELOPED,6.5208,-1.1952,6.9899,-11.9132,10.1541,3.0197,0.2433,-1.466,-1.8653,3.4435,-6.5208,1.1952,6.9899,11.9132,10.1541,-3.0197,-0.2433,1.466,1.8653,3.4435,-12.0981,-16.4628
1674.McG.G110719Di7,3,urban biome,URBAN_DEVELOPED,3.108,-1.3751,0.7409,-10.9549,6.1786,1.5646,-1.8943,0.1196,-2.3331,4.457,-3.108,1.3751,0.7409,10.9549,6.1786,-1.5646,1.8943,-0.1196,2.3331,4.457,-12.0395,-16.708
1674.McG.P110714Ch1,3,urban biome,URBAN_DEVELOPED,0.8734,-4.9293,7.3227,-9.5164,-1.6829,1.4244,7.0192,-0.4124,0.9744,-0.5303,-0.8734,4.9293,7.3227,9.5164,-1.6829,-1.4244,-7.0192,0.4124,-0.9744,-0.5303,9.2593,-0.1947
1674.McG.P110714Ch2,3,urban biome,URBAN_DEVELOPED,1.4346,-4.2159,7.0311,-11.0518,-6.4679,4.073,4.7362,-1.4595,-0.913,3.4964,-1.4346,4.2159,7.0311,11.0518,-6.4679,-4.073,-4.7362,1.4595,0.913,3.4964,9.4093,-0.5473
1674.McG.P110714Ch3,3,urban biome,URBAN_DEVELOPED,-0.3964,-3.8838,7.0472,-9.1018,-4.4812,1.8904,6.0827,-1.3345,-0.7711,3.9313,0.3964,3.8838,7.0472,9.1018,-4.4812,-1.8904,-6.0827,1.3345,0.7711,3.9313,9.4448,-0.4683
1674.McG.P110714Hi1,3,urban biome,URBAN_DEVELOPED,6.8267,0.8089,6.0211,-15.9433,8.265,1.9828,0.7872,-0.6706,-2.4817,7.0029,-6.8267,-0.8089,6.0211,15.9433,8.265,-1.9828,-0.7872,0.6706,2.4817,7.0029,-12.218,-16.7034
1674.McG.P110714Hi2,3,urban biome,URBAN_DEVELOPED,9.3187,-1.5982,5.9936,-12.6814,10.3393,0.6028,0.3685,-1.2092,-4.5809,6.7661,-9.3187,1.5982,5.9936,12.6814,10.3393,-0.6028,-0.3685,1.2092,4.5809,6.7661,-12.202,-16.6754
1674.McG.P110714Hi3,3,urban biome,URBAN_DEVELOPED,6.8083,-0.1295,6.2957,-13.8921,8.881,1.8172,0.9579,-0.9967,-2.9986,7.8647,-6.8083,0.1295,6.2957,13.8921,8.881,-1.8172,-0.9579,0.9967,2.9986,7.8647,-12.1781,-16.6474
1674.McG.P110714Jr1,3,urban biome,URBAN_DEVELOPED,0.3604,-4.7511,-2.9203,-7.9429,-1.6762,1.3118,2.3317,-0.3175,2.1164,-0.7583,-0.3604,4.7511,-2.9203,7.9429,-1.6762,-1.3118,-2.3317,0.3175,-2.1164,-0.7583,9.2705,0.5012
1674.McG.P110714Jr3,3,urban biome,URBAN_DEVELOPED,-4.592,-3.6607,2.9739,-4.8032,-0.9684,2.375,1.6533,0.1636,-0.02,2.6057,4.592,3.6607,2.9739,4.8032,-0.9684,-2.375,-1.6533,-0.1636,0.02,2.6057,9.6387,0.2092
1674.McG.P110715Ly1,3,urban biome,URBAN_DEVELOPED,9.6045,-5.217,-1.2195,-11.7045,-0.7845,-1.8316,7.2841,-0.1173,0.5044,0.0276,-9.6045,5.217,-1.2195,11.7045,-0.7845,1.8316,-7.2841,0.1173,-0.5044,0.0276,7.8022,0.4055
1674.McG.P110715Ly2,3,urban biome,URBAN_DEVELOPED,2.8921,-5.1832,-2.0714,-9.2945,-1.99,0.0882,5.2874,-0.2269,0.0326,1.207,-2.8921,5.1832,-2.0714,9.2945,-1.99,-0.0882,-5.2874,0.2269,-0.0326,1.207,8.1391,0.3106
1674.McG.P110715Ly3,3,urban biome,URBAN_DEVELOPED,8.086,-7.1882,-3.3308,-7.8804,1.5786,-0.4853,4.8668,0.5755,0.8317,-0.7182,-8.086,7.1882,-3.3308,7.8804,1.5786,0.4853,-4.8668,-0.5755,-0.8317,-0.7182,7.8868,0.4436
1674.McG.P110718Cps1,3,urban biome,URBAN_DEVELOPED,4.1528,-1.5889,-1.1582,-13.6404,-5.3053,-1.948,3.9533,-0.0895,-0.146,4.2088,-4.1528,1.5889,-1.1582,13.6404,-5.3053,1.948,-3.9533,0.0895,0.146,4.2088,7.9694,-0.1614
1674.McG.P110718Cps2,3,urban biome,URBAN_DEVELOPED,-1.4345,-5.2704,-0.5332,-7.9898,-3.9283,3.4574,4.3004,0.1069,1.787,1.1735,1.4345,5.2704,-0.5332,7.9898,-3.9283,-3.4574,-4.3004,-0.1069,-1.787,1.1735,9.4113,0.1929
1674.McG.P110718Cps3,3,urban biome,URBAN_DEVELOPED,1.8848,-4.4267,1.0909,-10.3211,-4.708,2.7366,5.6533,-0.8007,0.8892,0.1095,-1.8848,4.4267,1.0909,10.3211,-4.708,-2.7366,-5.6533,0.8007,-0.8892,0.1095,9.1673,-0.0115
1674.McG.P110718Gl1,3,urban biome,URBAN_DEVELOPED,1.338,-6.2351,-5.3193,-4.8446,-2.1826,1.8261,-3.1444,0.7531,0.7546,0.1763,-1.338,6.2351,-5.3193,4.8446,-2.1826,-1.8261,3.1444,-0.7531,-0.7546,0.1763,10.2411,2.7296
1674.McG.P110718Gl2,3,urban biome,URBAN_DEVELOPED,0.3508,-5.1504,-7.1432,-5.1139,-1.2028,1.2606,-3.8413,0.4341,0.8301,0.9874,-0.3508,5.1504,-7.1432,5.1139,-1.2028,-1.2606,3.8413,-0.4341,-0.8301,0.9874,10.2533,2.7151
1674.McG.P110718Gl3,3,urban biome,URBAN_DEVELOPED,-0.8418,-4.7912,-7.1594,-4.1113,-2.0464,1.4568,-4.0637,0.9166,0.5115,0.4237,0.8418,4.7912,-7.1594,4.1113,-2.0464,-1.4568,4.0637,-0.9166,-0.5115,0.4237,10.2614,2.7314
1674.McG.P110718Nm1,3,urban biome,URBAN_DEVELOPED,-0.671,-6.3541,-5.132,-2.4942,2.7805,-0.2905,-1.7801,0.7767,2.7952,0.9623,0.671,6.3541,-5.132,2.4942,2.7805,0.2905,1.7801,-0.7767,-2.7952,0.9623,9.8612,2.4463
1674.McG.P110718Nm2,3,urban biome,URBAN_DEVELOPED,1.6821,-5.9604,-3.2532,-5.2913,1.5821,-1.8265,-2.2692,-0.3426,2.3373,0.7026,-1.6821,5.9604,-3.2532,5.2913,1.5821,1.8265,2.2692,0.3426,-2.3373,0.7026,9.8485,2.5326
1674.McG.P110718Nm3,3,urban biome,URBAN_DEVELOPED,-4.8261,-5.3784,-5.6564,-3.0222,1.5174,3.161,-1.4109,-0.3111,0.8063,-0.1568,4.8261,5.3784,-5.6564,3.0222,1.5174,-3.161,1.4109,0.3111,-0.8063,-0.1568,10.0763,2.4561
1674.McG.P110718Sm1,3,urban biome,URBAN_DEVELOPED,6.9871,-8.7447,-13.2624,-2.6798,-4.7482,2.2702,-2.6888,-0.9802,1.5748,1.7691,-6.9871,8.7447,-13.2624,2.6798,-4.7482,-2.2702,2.6888,0.9802,-1.5748,1.7691,10.1564,3.3563
1674.McG.P110718Sm2,3,urban biome,URBAN_DEVELOPED,1.4792,-5.815,-11.6836,-4.3414,-2.0289,0.3759,0.2382,-0.5937,1.0775,1.8009,-1.4792,5.815,-11.6836,4.3414,-2.0289,-0.3759,-0.2382,0.5937,-1.0775,1.8009,10.1766,2.9525
1674.McG.P110718Sm3,3,urban biome,URBAN_DEVELOPED,7.8589,-10.5756,-6.8385,-1.8597,-6.7801,-0.4352,-0.4616,-1.9034,-1.9536,5.3755,-7.8589,10.5756,-6.8385,1.8597,-6.7801,0.4352,0.4616,1.9034,1.9536,5.3755,10.1496,3.5211
1674.McG.P110718Wd1,3,urban biome,URBAN_DEVELOPED,12.7383,-15.7937,-10.7301,4.9818,2.9333,5.8753,-8.0131,-1.1565,2.5477,-4.4122,-12.7383,15.7937,-10.7301,-4.9818,2.9333,-5.8753,8.0131,1.1565,-2.5477,-4.4122,12.8216,-8.4506
1674.McG.P110718Wd2,3,urban biome,URBAN_DEVELOPED,-3.1709,-6.7039,-6.2184,-3.5091,-2.011,3.9492,-2.4557,-0.6095,2.9905,-1.3351,3.1709,6.7039,-6.2184,3.5091,-2.011,-3.9492,2.4557,0.6095,-2.9905,-1.3351,9.9369,1.6825
1674.McG.P110718Wd3,3,urban biome,URBAN_DEVELOPED,4.1368,-10.8541,-9.3546,1.4988,4.6566,3.2664,-6.5787,0.3273,3.4387,-4.6466,-4.1368,10.8541,-9.3546,-1.4988,4.6566,-3.2664,6.5787,-0.3273,-3.4387,-4.6466,12.8039,-8.3732
1711.KAJ1.1,3,rangeland biome,AGRICULTURAL,-0.4405,-8.2761,-3.1905,-3.2548,-4.8988,6.1597,-1.1424,-1.2943,2.7234,4.4924,0.4405,8.2761,-3.1905,3.2548,-4.8988,-6.1597,1.1424,1.2943,-2.7234,4.4924,14.881,-4.6372
1711.KAJ1.2,3,rangeland biome,AGRICULTURAL,5.4821,-12.1098,-5.0921,0.3734,-4.6473,5.8487,-5.3442,-1.6145,2.3706,4.189,-5.4821,12.1098,-5.0921,-0.3734,-4.6473,-5.8487,5.3442,1.6145,-2.3706,4.189,15.1896,-5.6935
1711.KAJ1.3,3,rangeland biome,AGRICULTURAL,7.4015,-12.3632,-5.7614,-1.258,-2.8005,6.4036,-4.0403,-0.6178,3.186,1.3422,-7.4015,12.3632,-5.7614,1.258,-2.8005,-6.4036,4.0403,0.6178,-3.186,1.3422,15.3284,-6.0446
1711.KAJ2.1,3,rangeland biome,AGRICULTURAL,4.5534,-10.8123,-6.9809,-1.3886,-5.8654,6.4456,-3.7723,-1.6545,3.4862,3.3573,-4.5534,10.8123,-6.9809,1.3886,-5.8654,-6.4456,3.7723,1.6545,-3.4862,3.3573,15.1641,-5.6323
1711.KAJ2.3,3,rangeland biome,AGRICULTURAL,14.7559,-13.7195,-2.917,-2.2855,-2.9913,2.7658,0.6004,-1.3546,0.9441,1.7287,-14.7559,13.7195,-2.917,2.2855,-2.9913,-2.7658,-0.6004,1.3546,-0.9441,1.7287,13.9622,-6.7229
1711.KAJ3.1,3,rangeland biome,AGRICULTURAL,10.9472,-13.9651,-6.3269,-1.7437,-4.5651,4.3092,-2.1234,-1.083,2.3822,1.858,-10.9472,13.9651,-6.3269,1.7437,-4.5651,-4.3092,2.1234,1.083,-2.3822,1.858,14.3439,-6.4768
1711.KAJ3.2,3,rangeland biome,AGRICULTURAL,9.8888,-15.0771,-6.3686,-0.4624,-5.3451,4.9875,-3.0629,-2.0043,2.7693,2.3408,-9.8888,15.0771,-6.3686,0.4624,-5.3451,-4.9875,3.0629,2.0043,-2.7693,2.3408,14.5638,-6.6373
1711.KAJ3.3,3,rangeland biome,AGRICULTURAL,12.1163,-16.6495,-5.3082,0.6829,-3.8691,6.3991,-4.188,-1.8298,2.0581,2.0587,-12.1163,16.6495,-5.3082,-0.6829,-3.8691,-6.3991,4.188,1.8298,-2.0581,2.0587,14.6886,-6.9917
1711.KAJ4.2,3,rangeland biome,AGRICULTURAL,2.7137,-8.2069,-2.2916,-6.5972,-5.519,5.6715,1.0369,-0.5861,3.1727,4.7506,-2.7137,8.2069,-2.2916,6.5972,-5.519,-5.6715,-1.0369,0.5861,-3.1727,4.7506,14.3039,-3.8952
1711.KAJ4.3,3,rangeland biome,AGRICULTURAL,0.3965,-5.8174,-1.3328,-7.181,-6.7131,4.211,2.3322,-0.2946,1.9728,1.9746,-0.3965,5.8174,-1.3328,7.181,-6.7131,-4.211,-2.3322,0.2946,-1.9728,1.9746,13.9994,-3.7047
1711.KAJ5.1,3,rangeland biome,AGRICULTURAL,13.7982,-13.6347,-7.87,-2.9101,-6.2108,6.9893,-2.387,-1.2667,1.7085,1.7172,-13.7982,13.6347,-7.87,2.9101,-6.2108,-6.9893,2.387,1.2667,-1.7085,1.7172,14.536,-6.8517
1711.KAJ5.2,3,rangeland biome,AGRICULTURAL,7.3063,-12.9348,-7.8372,-1.0774,-5.3839,7.424,-5.765,-1.9821,4.286,1.3887,-7.3063,12.9348,-7.8372,1.0774,-5.3839,-7.424,5.765,1.9821,-4.286,1.3887,15.2203,-6.2833
1711.KAJ5.3,3,rangeland biome,AGRICULTURAL,2.2004,-12.0357,-4.6816,-1.1502,-5.3115,7.5111,-4.8393,-0.8196,4.3745,2.6676,-2.2004,12.0357,-4.6816,1.1502,-5.3115,-7.5111,4.8393,0.8196,-4.3745,2.6676,15.3677,-5.5884
1711.KAJ6.1,3,rangeland biome,AGRICULTURAL,2.2825,-6.063,-0.8873,-7.7119,-7.1071,4.7108,2.8968,-0.5974,1.3904,3.7209,-2.2825,6.063,-0.8873,7.7119,-7.1071,-4.7108,-2.8968,0.5974,-1.3904,3.7209,14.0609,-3.7885
1711.KAJ6.2,3,rangeland biome,AGRICULTURAL,10.1829,-8.8135,-4.2341,-6.4394,-6.9821,3.8231,1.4728,-0.4582,0.6604,1.4403,-10.1829,8.8135,-4.2341,6.4394,-6.9821,-3.8231,-1.4728,0.4582,-0.6604,1.4403,14.1316,-5.0724
1711.KAJ6.3,3,cropland biome,AGRICULTURAL,6.018,-9.9659,-6.8548,-3.5093,-7.0863,5.9895,-1.5083,-1.7352,2.5104,2.4194,-6.018,9.9659,-6.8548,3.5093,-7.0863,-5.9895,1.5083,1.7352,-2.5104,2.4194,14.8216,-5.3175
1711.KAJ7.1,3,cropland biome,AGRICULTURAL,9.4728,-11.7499,-5.4225,-2.9362,-9.6852,1.3814,2.0213,-0.9892,1.3892,3.7578,-9.4728,11.7499,-5.4225,2.9362,-9.6852,-1.3814,-2.0213,0.9892,-1.3892,3.7578,13.6404,-5.5187
1711.KAJ7.2,3,cropland biome,AGRICULTURAL,10.2669,-12.7811,-6.3827,-3.2657,-8.6073,3.5657,1.6978,-1.4951,3.614,2.5122,-10.2669,12.7811,-6.3827,3.2657,-8.6073,-3.5657,-1.6978,1.4951,-3.614,2.5122,13.6799,-5.7968
1711.KAJ7.3,3,cropland biome,AGRICULTURAL,8.9587,-13.1683,-5.5605,0.0754,-9.3308,2.1615,-0.6121,-1.2455,2.7571,3.2556,-8.9587,13.1683,-5.5605,-0.0754,-9.3308,-2.1615,0.6121,1.2455,-2.7571,3.2556,13.7274,-5.8231
1711.KAJ8.1,3,cropland biome,AGRICULTURAL,11.7487,-14.1546,-6.026,-1.9326,-8.9766,3.9474,-0.1951,-1.1073,2.4906,1.7809,-11.7487,14.1546,-6.026,1.9326,-8.9766,-3.9474,0.1951,1.1073,-2.4906,1.7809,13.8136,-5.9737
1711.KAJ8.2,3,cropland biome,AGRICULTURAL,11.2347,-13.7411,-9.2031,1.3944,-5.0924,6.6484,-3.5408,-2.5018,2.7185,2.1346,-11.2347,13.7411,-9.2031,-1.3944,-5.0924,-6.6484,3.5408,2.5018,-2.7185,2.1346,14.6092,-6.8257
1711.KAJ8.3,3,cropland biome,AGRICULTURAL,6.8643,-11.149,-5.1948,-2.8069,-8.095,4.4769,-0.2754,-1.3458,2.6595,2.8831,-6.8643,11.149,-5.1948,2.8069,-8.095,-4.4769,0.2754,1.3458,-2.6595,2.8831,13.9964,-5.2811
1711.KAJ9.1,3,cropland biome,AGRICULTURAL,4.4382,-10.2511,-4.5273,-2.7288,-7.8946,3.8446,2.7081,-1.4984,2.4118,4.2141,-4.4382,10.2511,-4.5273,2.7288,-7.8946,-3.8446,-2.7081,1.4984,-2.4118,4.2141,13.8028,-4.9923
1711.KAJ9.2,3,cropland biome,AGRICULTURAL,7.3274,-11.6108,-5.7883,-2.3392,-10.2913,3.1281,1.4419,-0.9986,2.1417,3.9669,-7.3274,11.6108,-5.7883,2.3392,-10.2913,-3.1281,-1.4419,0.9986,-2.1417,3.9669,13.6904,-5.3714
1711.KAJ9.3,3,cropland biome,AGRICULTURAL,5.5317,-11.9858,-7.2324,-1.8066,-10.1309,3.2934,1.3447,-1.9246,2.7303,6.9914,-5.5317,11.9858,-7.2324,1.8066,-10.1309,-3.2934,-1.3447,1.9246,-2.7303,6.9914,13.6553,-5.1687
1711.KAM1.1,3,rangeland biome,AGRICULTURAL,6.3185,-11.9852,-6.748,-3.3449,-3.638,8.8779,-3.9988,-1.041,5.081,5.1304,-6.3185,11.9852,-6.748,3.3449,-3.638,-8.8779,3.9988,1.041,-5.081,5.1304,16.7853,-5.3
1711.KAM1.3,3,rangeland biome,AGRICULTURAL,7.4048,-11.818,-3.6997,-3.4005,-2.2184,6.2836,1.3333,-0.6985,3.2192,5.7695,-7.4048,11.818,-3.6997,3.4005,-2.2184,-6.2836,-1.3333,0.6985,-3.2192,5.7695,17.0686,-4.6281
1711.KAM2.1,3,rangeland biome,AGRICULTURAL,6.172,-10.611,-4.2013,-4.5334,-0.5939,4.7273,0.6349,-0.5848,3.483,4.1901,-6.172,10.611,-4.2013,4.5334,-0.5939,-4.7273,-0.6349,0.5848,-3.483,4.1901,16.9643,-4.7153
1711.KAM2.2,3,rangeland biome,AGRICULTURAL,9.5237,-13.5909,-8.1696,-2.0355,-3.8713,8.9672,-4.4355,-0.2605,4.338,4.4161,-9.5237,13.5909,-8.1696,2.0355,-3.8713,-8.9672,4.4355,0.2605,-4.338,4.4161,16.8012,-5.6202
1711.KAM2.3,3,rangeland biome,AGRICULTURAL,6.9659,-11.0209,-8.9682,-4.1966,-4.3527,7.61,-2.2538,-0.7027,4.336,3.5661,-6.9659,11.0209,-8.9682,4.1966,-4.3527,-7.61,2.2538,0.7027,-4.336,3.5661,16.7507,-5.2515
1711.KAM3.1,3,rangeland biome,AGRICULTURAL,8.3207,-14.4212,-6.4943,-1.9548,-4.5334,6.5662,-3.0654,-1.1772,5.5462,5.9561,-8.3207,14.4212,-6.4943,1.9548,-4.5334,-6.5662,3.0654,1.1772,-5.5462,5.9561,16.4473,-5.4463
1711.KAM4.1,3,rangeland biome,AGRICULTURAL,6.8564,-11.0687,0.2933,-5.0451,-8.1282,4.3623,4.0643,-1.28,1.3686,8.4532,-6.8564,11.0687,0.2933,5.0451,-8.1282,-4.3623,-4.0643,1.28,-1.3686,8.4532,17.0496,-3.8304
1711.KAM4.2,3,rangeland biome,AGRICULTURAL,5.1868,-12.2021,-4.7739,-2.8082,-10.3998,5.3376,0.5811,-1.433,4.3305,9.0952,-5.1868,12.2021,-4.7739,2.8082,-10.3998,-5.3376,-0.5811,1.433,-4.3305,9.0952,15.9109,-2.7586
1711.KAM4.3,3,rangeland biome,AGRICULTURAL,5.7962,-11.7874,-2.1039,-4.2863,-8.3354,6.9181,0.4198,-0.8909,3.5346,7.6379,-5.7962,11.7874,-2.1039,4.2863,-8.3354,-6.9181,-0.4198,0.8909,-3.5346,7.6379,16.9797,-3.9905
1711.KAM5.1,3,rangeland biome,AGRICULTURAL,5.0607,-12.8252,-7.8853,-1.1038,-3.1397,8.9348,-5.8156,-0.344,5.6016,3.8668,-5.0607,12.8252,-7.8853,1.1038,-3.1397,-8.9348,5.8156,0.344,-5.6016,3.8668,16.6555,-5.5708
1711.KAM5.2,3,rangeland biome,AGRICULTURAL,-1.1162,-11.3122,-6.8466,-1.0779,-5.6,9.2929,-5.5622,-1.6835,6.5504,6.2391,1.1162,11.3122,-6.8466,1.0779,-5.6,-9.2929,5.5622,1.6835,-6.5504,6.2391,16.9959,-5.4935
1711.KAM5.3,3,rangeland biome,AGRICULTURAL,-0.0391,-13.2798,-7.0743,1.7581,-6.9645,10.2332,-6.6587,-1.3928,6.6166,5.8593,0.0391,13.2798,-7.0743,-1.7581,-6.9645,-10.2332,6.6587,1.3928,-6.6166,5.8593,17.0594,-5.6626
1711.KAM6.1,3,rangeland biome,AGRICULTURAL,-7.4772,-3.2194,1.6171,-7.9878,-7.2913,7.5297,3.67,-1.1162,3.9533,10.1932,7.4772,3.2194,1.6171,7.9878,-7.2913,-7.5297,-3.67,1.1162,-3.9533,10.1932,14.7263,-0.8441
1711.KAM6.2,3,rangeland biome,AGRICULTURAL,-1.4328,-8.6555,-0.5851,-4.8078,-7.3217,7.5641,1.7344,-2.7858,2.3323,8.2852,1.4328,8.6555,-0.5851,4.8078,-7.3217,-7.5641,-1.7344,2.7858,-2.3323,8.2852,16.9611,-3.3698
1711.KAM6.3,3,rangeland biome,AGRICULTURAL,-9.0677,-2.922,2.6978,-7.1962,-7.3641,7.5093,3.8322,-1.5126,2.5708,10.0929,9.0677,2.922,2.6978,7.1962,-7.3641,-7.5093,-3.8322,1.5126,-2.5708,10.0929,14.6709,-0.782
1711.KAM7.1,3,cropland biome,AGRICULTURAL,-1.4071,-12.1669,-1.7861,-0.3606,-10.8373,3.7875,1.5904,-2.1395,5.0021,10.6564,1.4071,12.1669,-1.7861,0.3606,-10.8373,-3.7875,-1.5904,2.1395,-5.0021,10.6564,15.9887,-2.3267
1711.KAM7.3,3,cropland biome,AGRICULTURAL,-2.1017,-9.7008,-3.5712,-2.7663,-12.0362,4.9733,1.2637,-2.4931,5.5876,9.6911,2.1017,9.7008,-3.5712,2.7663,-12.0362,-4.9733,-1.2637,2.4931,-5.5876,9.6911,15.9336,-2.2144
1711.KAM8.1,3,cropland biome,AGRICULTURAL,-2.5225,-9.5846,-2.3656,-2.8585,-12.1515,4.5682,3.2713,-2.988,5.8308,10.8795,2.5225,9.5846,-2.3656,2.8585,-12.1515,-4.5682,-3.2713,2.988,-5.8308,10.8795,15.9032,-2.1773
1711.KAM8.3,3,cropland biome,AGRICULTURAL,-2.5557,-11.1216,-5.3638,-0.5949,-10.076,5.5159,0.4542,-1.8075,6.987,9.3464,2.5557,11.1216,-5.3638,0.5949,-10.076,-5.5159,-0.4542,1.8075,-6.987,9.3464,15.9367,-2.2934
1711.KAM9.1,3,cropland biome,AGRICULTURAL,-1.3442,-11.813,-1.5015,-0.553,-12.3757,4.8608,4.3189,-3.4902,6.2264,10.9341,1.3442,11.813,-1.5015,0.553,-12.3757,-4.8608,-4.3189,3.4902,-6.2264,10.9341,15.9341,-2.1954
1711.KAM9.2,3,cropland biome,AGRICULTURAL,-0.6683,-9.4854,-4.5327,-3.5897,-13.6786,3.0305,3.6736,-3.2541,5.426,9.8708,0.6683,9.4854,-4.5327,3.5897,-13.6786,-3.0305,-3.6736,3.2541,-5.426,9.8708,15.8741,-2.1336
1711.KAM9.3,3,cropland biome,AGRICULTURAL,-2.8293,-9.0344,-2.3061,-3.2349,-11.7598,4.5488,3.1605,-3.2076,4.5801,11.1674,2.8293,9.0344,-2.3061,3.2349,-11.7598,-4.5488,-3.1605,3.2076,-4.5801,11.1674,15.8718,-2.106
1711.KFM1.1,2,tropical moist broadleaf forest biome,TROPICAL_FOREST,-14.7556,-2.592,-3.2794,-5.1565,-9.2824,4.7288,-1.1545,-3.2402,5.1629,9.0842,14.7556,2.592,-3.2794,5.1565,-9.2824,-4.7288,1.1545,3.2402,-5.1629,9.0842,14.3281,0.7284
1711.KFM1.2,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-4.1787,-6.2552,-8.116,-4.8971,-8.1444,4.9525,-2.1819,-2.4989,5.7824,6.3918,4.1787,6.2552,-8.116,4.8971,-8.1444,-4.9525,2.1819,2.4989,-5.7824,6.3918,13.6828,1.3078
1711.KFM1.3,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-3.9993,-5.1682,-5.7625,-6.797,-7.6431,4.9673,-1.3264,-1.1128,4.6536,6.8414,3.9993,5.1682,-5.7625,6.797,-7.6431,-4.9673,1.3264,1.1128,-4.6536,6.8414,13.7017,1.029
1711.KFM2.1,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-3.8454,-4.7057,-1.3066,-7.1671,-7.7508,2.5798,1.6474,-1.6129,2.4352,9.0122,3.8454,4.7057,-1.3066,7.1671,-7.7508,-2.5798,-1.6474,1.6129,-2.4352,9.0122,13.6402,0.3081
1711.KFM2.2,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-5.8341,-2.4059,-0.4915,-8.7811,-8.3475,2.5963,3.1147,-2.8137,2.1618,9.1804,5.8341,2.4059,-0.4915,8.7811,-8.3475,-2.5963,-3.1147,2.8137,-2.1618,9.1804,13.5838,0.1129
1711.KFM2.3,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-3.6484,-3.0256,2.0178,-9.3785,-7.4253,2.1523,4.5337,-3.0647,0.1736,8.33,3.6484,3.0256,2.0178,9.3785,-7.4253,-2.1523,-4.5337,3.0647,-0.1736,8.33,13.3514,-0.1098
1711.KFM3.2,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-2.7283,-2.103,-2.3075,-11.2432,-10.0682,5.0467,3.5249,-1.6428,1.6028,7.4173,2.7283,2.103,-2.3075,11.2432,-10.0682,-5.0467,-3.5249,1.6428,-1.6028,7.4173,13.1854,-0.154
1711.KFM3.3,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-0.9449,-3.6393,0.8166,-10.6388,-11.4355,3.2039,5.0418,-2.0837,2.3524,9.0307,0.9449,3.6393,0.8166,10.6388,-11.4355,-3.2039,-5.0418,2.0837,-2.3524,9.0307,13.1393,-0.3085
1711.KFM4.1,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,4.68,-3.8937,-1.9506,-12.2957,-11.2445,2.6776,4.9297,-2.477,2.0556,7.2026,-4.68,3.8937,-1.9506,12.2957,-11.2445,-2.6776,-4.9297,2.477,-2.0556,7.2026,12.2485,-0.9907
1711.KFM4.3,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,6.7035,-6.3561,-1.5985,-10.6907,-13.6831,2.9386,4.9013,-2.395,2.143,7.201,-6.7035,6.3561,-1.5985,10.6907,-13.6831,-2.9386,-4.9013,2.395,-2.143,7.201,12.0315,-1.1936
1711.KFM5.2,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,8.3868,-6.7911,-2.3439,-10.9997,-11.2238,1.8538,5.9047,-2.898,2.4462,5.9549,-8.3868,6.7911,-2.3439,10.9997,-11.2238,-1.8538,-5.9047,2.898,-2.4462,5.9549,11.9126,-1.2762
1711.KFM6.1,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-1.884,-5.8121,-5.1265,-8.0177,-7.3112,3.4203,0.2726,-1.9597,2.7959,6.2517,1.884,5.8121,-5.1265,8.0177,-7.3112,-3.4203,-0.2726,1.9597,-2.7959,6.2517,13.4141,0.8715
1711.KFM6.2,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-3.9256,-3.8631,0.918,-6.9903,-8.8872,1.3611,2.0383,-2.7443,1.6663,7.5406,3.9256,3.8631,0.918,6.9903,-8.8872,-1.3611,-2.0383,2.7443,-1.6663,7.5406,13.4745,0.0426
1711.KFM6.3,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-3.3571,-3.7057,1.6588,-9.0722,-10.0918,1.9557,4.4185,-3.0925,1.7423,8.4484,3.3571,3.7057,1.6588,9.0722,-10.0918,-1.9557,-4.4185,3.0925,-1.7423,8.4484,13.2758,-0.1969
1711.KFM7.1,3,tropical moist broadleaf forest biome,TROPICAL_FOREST,-2.9461,-6.4005,-8.9808,-5.0199,-4.8895,3.6932,-1.9401,-1.5053,6.5754,4.2546,2.9461,6.4005,-8.9808,5.0199,-4.8895,-3.6932,1.9401,1.5053,-6.5754,4.2546,13.5862,1.4834
